id,question,answer,score
9dec05e6-20c9-4b14-805d-436c3d9aa49a,A 32-year lady with uterine fetal death after normal vaginal delivery continues passing of urine from vagina. What is the most probable diagnosis?,Vesicovaginal fistula—continuous urine leakage per vaginam after delivery (especially following prolonged/obstructed labor with stillbirth) is classic for a VVF due to ischemic necrosis.,1
a24cd326-492d-4bb9-98d5-844cfba7ba40,Lallo 40 years has recently staed writing books. But the matter in this book could not be understood by anybody since it contained words which were never there in any dictionary and the theme was very disjoint. Now adays he has become very shy and self absorbed. When he addresses people he speaks about metaphilosophical ideas. What is likely diagnosis,"Schizophrenia—most consistent with the disorganized (hebephrenic) type given neologisms, disjointed thought, and self-absorption.",1
0a710281-870c-46fd-91d2-4bc72fd8260a,"A patient with sinus infection develops chemosis ,B/L proptosis and fever, the diagnosis goes in favour of-","Septic cavernous sinus thrombosis—classically presents after sinusitis with fever, chemosis, and bilateral proptosis.",0.9
90ddf9b2-09fc-41f3-b497-adc11dac9cf2,"A person has poor performance in front of his seniors in public place, has tachycardia when he has to deliver a lecture, avoids going to parties. The diagnosis is -","Social anxiety disorder (social phobia), characterized by performance anxiety and avoidance of social situations.",0.95
6ef92aa7-13df-4f02-a8b3-53e22bba33e1,"A 15 year old boy died suddenly while playing in the field. On autopsy, fibrofatty replacement of right ventricular myocardium is seen. Most likely diagnosis is:",Arrhythmogenic right ventricular cardiomyopathy (arrhythmogenic right ventricular dysplasia).,0.9
daae86fc-72a7-4d48-9a58-0c9b44801645,"A woman tells you that she cannot urinate in a public restroom because she is embarrassed. Because of this problem, she can rarely leave home. The best diagnosis is?","Paruresis (shy bladder syndrome), a performance-type Social Anxiety Disorder.",0.7
ac9641ce-50fd-422c-81bf-6c3a1535299d,"A 50 year old female presents with lesions on cheek, chin and forehead. On examination the skin is erythematous, with dilated blood vessels, nodules and pustules without any comedones. What is the MOST likely diagnosis in this patient?",Rosacea (acne rosacea) is most likely. The central facial erythema with telangiectasias and papulopustules without comedones distinguishes it from acne vulgaris.,1
7aabc5a3-63de-463f-89ca-d4d032003977,"A 35 year old has a firm unshakable belief that his wife is cheating on him. He never allows her to go out of home alone and locks his house, while going out. In spite of all this, he is persistently suspicious that his wife has an affair. The probable diagnosis is:","Delusional disorder, jealous (Othello) type—morbid jealousy with a fixed delusion of infidelity.",0.9
ff9e3050-edb5-4744-916a-2c94a5246e56,"A 7 years girl, parents gave a history of fever for which she was treated with Paracetamol following which the fever subsided. Later she developed seizures and altered sensorium. The urine examination revealed oxalate crystals on microscopy, Blood anion gap and osmolality were increased. The diagnosis is",Ethylene glycol (antifreeze) poisoning—suggested by high anion and osmolar gaps with calcium oxalate crystalluria causing seizures and altered sensorium.,1
605350cd-6e2d-4c38-b0ab-17abed8105c9,"A man presented with difficulty walking and urinary incontinence. On examination, his pupils were nonreactive to bright light but constricted when focusing on a near object. What is the diagnosis?","Tabes dorsalis due to neurosyphilis (tertiary syphilis), evidenced by Argyll Robertson pupils (accommodate but don’t react) with gait disturbance and urinary incontinence.",1
0c0d76b5-320b-4c8d-9684-01c17fc30cda,"A normal born child presents with mental retardation, blond hair and convulsions at 1 year of age. Most probable diagnosis is?","Phenylketonuria (PAH deficiency). The classic triad is developmental delay, fair/blond hair/skin, and seizures beginning after a normal birth.",1
6bfd7264-3891-49cd-90f8-6cb0fc417346,Function of wetting agents used in casting procedure is,"To lower surface tension and contact angle so the investment uniformly wets the wax pattern, minimizing air bubbles/nodules and improving surface detail of the casting.",0.7
e2c278d5-a114-4844-be25-c577996883c9,"A 50-year-old woman who is known case of hypothyroidism and is taking treatment for the same, was diagnosed with endometrial fibroids and staed on iron recently. She repoed excessive fatigue & constipation in her follow up visit. Her BP & cholesterol levels have been stable. A TSH is checked, and it is found to be elevated. What is the most likely cause of her elevated TSH?","Reduced absorption of levothyroxine due to the newly started oral iron (ferrous) supplements, which bind levothyroxine in the gut, leading to undertreatment and elevated TSH. Separating doses by at least 4 hours (or adjusting the levothyroxine dose) usually resolves this.",0.95
55c06fe8-8137-4d00-8d97-7f85953cbfac,"Husband having suspicion that his wife is having affair with another man, diagnosis is ?","Delusional disorder, jealous type—also called morbid jealousy or Othello syndrome (delusion of infidelity).",1
3d21ff00-104b-472c-b6de-043552bc0f53,"A young man had a stab injury in left 5th ICS at the mid clavicular line. On examination there is no deviation of trachea, heart sounds diminished, systolic BP is 80 mmHg, and RR is 20/min. The diagnosis is",Cardiac tamponade (hemopericardium) from a penetrating precordial injury.,1
cd02a0c2-50cf-43f4-93fc-badbdc6a559f,"4 year old child presents with developmental delay and episodes of multiple seizures types. 
The child did not respond despite multiple drug therapy. EEG showed 1-2Hz spike and wave pattern.
What is the diagnosis","Lennox–Gastaut syndrome.  
It presents in early childhood with multiple drug‑resistant seizure types, developmental delay, and the characteristic 1–2 Hz slow spike‑and‑wave EEG pattern.",1
0c6dc31d-36bc-415f-8e24-689b73c1a369,"A 36 year old female with symptoms of hyperparathyroidism, pituitary adenomas, islet cell tumor with cutaneous angiofibromas. What is the diagnosis?","Multiple Endocrine Neoplasia type 1 (MEN1, Wermer syndrome) due to MEN1 (menin) mutation.",1
cee9783c-8750-40db-985e-d4f70a7cff28,"A male presenting with respiratory distress is put on a ventilator. Tracheal culture was obtained and sent for diagnosis. In the meanwhile, he was empirically staed on amikacin and ceftriaxone. Culture repo after 48 hrs shows growth of Klebsiella pneumoniae which is ESBL +ve on antimicrobial susceptibility testing. The modification needed in his antibiotic treatment is:","Switch ceftriaxone to a carbapenem (e.g., meropenem or imipenem) for ESBL-producing Klebsiella; aminoglycoside can be stopped once clinical response/susceptibilities allow.",0.9
ff97b877-aeba-4bac-b3c8-1238d9fc0ed2,"A patient with condylar fracture, the occlusion is normal with normal mouth opening. The best treatment is?",Conservative management. Soft diet with analgesia and early jaw physiotherapy/functional mobilization; no IMF or surgery needed.,0.9
0a882142-350e-4783-ae1a-a622b9e50108,"A 25-year-old man has bronchospasm that is exercise induced, paicularly in the cold weather. He takes his medication 15 minutes prior to anticipated exercise, which will help to prevent the asthmatic attack but does not produce bronchodilation. Which drug does he take?",Cromolyn sodium (a mast cell stabilizer) taken via inhalation about 15 minutes before exercise prevents exercise‑induced bronchospasm without causing bronchodilation.,0.5
5a34148e-9ef7-4277-91ff-92ae0fc79677,"A 30-year-old man who was recently staed on haloperidol 30mg/day developed hyperpyrexia, muscle rigidity, akinesia, mutism, sweating, tachycardia and increased blood pressure. The investigations showed increased WBC count, increased creatinine phosphokinase. There is no history of any other drug intake or any sign of infection. The most likely diagnosis","Neuroleptic malignant syndrome (NMS), a life-threatening reaction to antipsychotics like haloperidol.",1
73804295-4372-495e-ab3f-ca5ded8f2c20,"A 20-year-old male presents with a rash on the scalp, (extensor) elbows, knees and umbilicus. The rash is sharply demarcated erythematous plaques with silvery scale in those locations; there is no central clearing. The soles of the feet are normal. What is the most likely diagnosis?","Plaque psoriasis (psoriasis vulgaris), given the sharply demarcated erythematous plaques with silvery scale on scalp, extensor elbows/knees, and umbilicus.",1
4d97ca14-09ec-4bad-a8fd-cc995ce25f0d,A 60 year old male patient operated for cataract 6 months back now complains of floaters and sudden loss of vision. The diagnosis is –,"Rhegmatogenous retinal detachment—post‑cataract patients are at higher risk, and new floaters with sudden painless vision loss are classic.",0.8
0464a995-a550-4eda-80ae-03865bac3062,A 32 year old female patient is 38 weeks pregnant. She begins to experience severe abdominal pain and has to undergo an emergency C-section. The infant shows signs of respiratory distress in the delivery room and there was difficulty in passing nasogastric tube through nares of the child. What would be the diagnosis for this infant?,"Bilateral choanal atresia. Newborns are obligate nasal breathers, so posterior nasal obstruction causes immediate respiratory distress and failure to pass a nasogastric tube through the nares (often associated with CHARGE syndrome).",0.75
cc9aebaa-5190-47da-94eb-a3321713f8d3,"This patient presented with hypertension, proteinuria, and renal failure. What is the most likely diagnosis?",Preeclampsia (hypertensive disorder of pregnancy).,0
45d2125d-128a-4f61-a0ba-804ee4e768bd,A 54-year-old man presents to his primary care provider with dyspnea and a cough. He is a non- smoker with no relevant occupational exposures. His pulmonary function test results are as follows. What can be the most probable diagnosis? Pre-Bronchodilator (BD)Post - BDTestActualPredicted% PredictedActual% ChangeFVC (L)3.194.22764.0025FEV1 (L)2.183.39642.8330FEV1/FVC (%)6880 714,"Asthma—PFTs show an obstructive pattern (low FEV1/FVC) with marked bronchodilator reversibility (>12% and >200 mL increase), favoring asthma over COPD in a non-smoker.",0.7
3725fc49-94c1-498b-8836-43d2d3934255,drug used in the management of treatment resistant schizophrenia is,Clozapine is the gold-standard treatment for treatment-resistant schizophrenia (after failure of two adequate antipsychotic trials). It requires regular blood count monitoring due to risk of agranulocytosis and other adverse effects.,1
b69cc76d-d301-4121-ae7f-af6f4839f1bc,"A child finds difficulty to spell and read, otherwise his IQ is normal, interacts well with parents and friends. Vision is normal. Most probable diagnosis of this condition is?",Developmental dyslexia (specific learning disorder with impairment in reading/spelling).,1
684c3d87-874b-44a7-9206-b592b97d5368,A 40-year-old man is brought to emergency. On examination he appears conscious and oriented but repos hearing voices of people threatening him. He admits to a history of chronic alcohol use. What is the most appropriate diagnosis?,"Alcoholic hallucinosis (alcohol‑induced psychotic disorder), given prominent auditory hallucinations with a clear sensorium in the context of chronic alcohol use.",1
8cd82824-445e-4568-83b5-06e9670bce56,Caldwell Luc procedure is carried out to access?,"The maxillary sinus (antrum), accessed via the canine fossa (Caldwell–Luc approach).",1
f43a56a1-c5cb-48ce-9697-a9048bc3efb6,A 35 years old man Ramu has fasting and post prandial blood sugar within normal limit but urine sugar is 3 plus (+++). The diagnosis is.,"Renal glycosuria (benign isolated glycosuria) due to a low renal threshold for glucose, with normal fasting and postprandial blood glucose.",1
9f62aa3a-6b43-4653-b2d5-ef2a7d2ee403,"A child presented with frothy urine, massive proteinuria and edema. Urine examination revealed RBC nil, WBC nil, nocasts, no crystal. No prior episode of similar presentation. What is your diagnosis?","Idiopathic nephrotic syndrome, most likely minimal change disease.",0.9
0b1afe89-0809-43bc-9c53-680f655458d1,A patient presented with headache and episodes of hypertension. In between the episodes he was found to be normal. His urinary VMA levels were found to be raised. The diagnosis is,Pheochromocytoma—a catecholamine-secreting adrenal tumor causing episodic hypertension and elevated urinary VMA.,1
a245ff26-5221-4550-b6aa-7a9c5562fc72,A child presented with severe pain with twisted cord. The treatment is,"Testicular torsion: urgent scrotal exploration with detorsion and bilateral orchiopexy; if the testis is nonviable, perform orchiectomy. Manual detorsion can be a temporizing measure only if immediate surgery isn’t available.",1
db5d448c-3a13-4fbc-af66-960e7cb87784,"A 55 year aged chronic alcoholic male, presented with irrelevant talks, tremor and sweating. He had his last drink 3 days back. What will be probable diagnosis?","Delirium tremens (severe alcohol withdrawal), typically occurring 48–72 hours after cessation, with confusion, tremor, and autonomic hyperactivity (sweating).",1
d8d114eb-f4c0-438b-aa14-df2916eb6125,A 8 month old infant is brought to the hospital complaining that baby is losing previously acquired motor skills. Baby had hepatosplenomegaly and liver biopsy showed presence of leukocytes with intracellular sphingomyelin accumulations. what is the possible diagnosis,"Niemann–Pick disease type A (autosomal recessive sphingomyelinase deficiency) causing sphingomyelin accumulation in “foam cells,” hepatosplenomegaly, and neurodegeneration.",1
29d27d2a-5871-40ee-a09d-8bc1bcdd8c41,Pringle manoeuvre may be required for treatment of,Severe hepatic hemorrhage—typically from liver trauma or during hepatic resection—by temporarily occluding the portal triad (hepatic artery and portal vein) to control inflow bleeding.,0.8
55028634-8dc2-4249-95a1-3f7b9fef5105,"An 8-month-old girl suddenly developed a high fever (103degF). Her pediatrician examined her and found no signs of upper respiratory tract infection, meningitis, or encephalitis. Two days later, the girl's fever reached 105degF and she suffered a febrile seizure. By the time the child was brought to the pediatrician's office, her temperature had dropped. The doctor noted a generalized papular rash. What was the doctor's most likely diagnosis for this child?",Roseola infantum (exanthem subitum) due to HHV‑6/7—high fever with possible febrile seizure followed by a generalized maculopapular rash as the fever resolves.,1
202967cf-326a-4d90-8091-3acc72213d96,"A 48-years old woman comes with bilateral progressive weakness of both lower limbs, spasticity and mild impairment of respiratory movements. MRI shows an intradural mid-dorsal midline enhancing lesion. What is the diagnosis?","Thoracic spinal meningioma (intradural extramedullary), classically seen in middle‑aged women with progressive spastic paraparesis and a dorsal midline enhancing lesion on MRI.",1
1e68750a-435d-43b1-87a2-321ebd3afdcc,"A child has recurrent abdominal pain & biliolus vomiting. The condition was diagnosed by barium follow through. Surgical procedures followed - Lad's band division , appendectomy & mesenteric widening, diagnosis is",Congenital intestinal malrotation (Ladd’s syndrome) causing duodenal obstruction/midgut volvulus.,0.8
68aad833-a180-403b-a9b5-2da794eefeb3,The gold standard for diagnosis of pulmonary embolism,"Conventional catheter-based pulmonary angiography is the gold standard for diagnosing pulmonary embolism. In practice, multidetector CT pulmonary angiography (CTPA) is the preferred first-line test.",0.95
6f7ab13f-2f64-4cbb-85bb-537f87f5f967,"A six-year-old child is admitted to the Paediatric ICU for seizures. He has been on treatment with Tacrolimus and Prednisolone. On investigations, his blood urea is 68 mg.dk Serum Sodium is 136 meq/l likely cause of his seizures -","Tacrolimus-induced neurotoxicity—classically posterior reversible encephalopathy syndrome (often with hypertension)—is the most likely cause, not hyponatremia. Elevated urea suggests tacrolimus-related renal dysfunction that can raise drug levels and risk of seizures.",0.9
5dde2d33-f048-45d0-b5b0-b816b78be088,"A child has microcephaly, blue eyes, fair skin, and mental retardation; ferric chloride test is positive. What is the likely diagnosis?",Phenylketonuria (PKU) due to phenylalanine hydroxylase deficiency.,1
aaa66b01-27a0-4080-9d8e-b92e9bd3a45d,A 9-year-old female child with history of head ache and visual disturbance. What could be your possible diagnosis:,"Differentials include migraine with aura, idiopathic intracranial hypertension, and an intracranial mass such as a craniopharyngioma compressing the optic chiasm. If symptoms are persistent/progressive or there are red flags (vomiting, papilledema, focal deficits), urgent ophthalmologic and neurologic evaluation with MRI is indicated.",0.5
d7e04551-8521-4b7e-9f20-72fbad71fcf3,Kostmann&;s syndrome-treatment is,"First-line therapy is long‑term recombinant G‑CSF (filgrastim) to raise neutrophil counts, with aggressive treatment/prophylaxis of infections. Hematopoietic stem cell transplantation is considered for G‑CSF nonresponders, intolerance, or progression to MDS/AML.",1
dc91e15c-efbf-486e-8479-3f014b9e5197,"A 72 year old white male complains of difficulty reading fine print and fatigue after prolonged reading. O/E multiple, Confluent soft drusen over the macula are present. Most probable diagnosis?",Dry age-related macular degeneration (non-exudative/atrophic AMD) characterized by confluent soft macular drusen.,1
428aef0e-7e60-4f1b-b6e4-211d92918e86,"A 20 years old female presented to emergency with high grade swinging fever, abdominal tenderness and flank mass. On CT there was collection around kidney. Antibiotics were staed but patient condition didn't improve after 48 hours. What is the next best treatment option?","Image‑guided percutaneous drainage (pigtail catheter) of the perinephric abscess with culture-directed IV antibiotics. If drainage is not feasible or fails, proceed to surgical drainage (and consider nephrectomy if the kidney is nonfunctional).",0.75
7efe9080-b0da-44c6-a327-ced795f29370,"A 42-year-old Bengali male presents with painless nodules over the face. The face is erythematous, and the surface of some of the large nodules is discolored. He gives history of insect bite in past while he went to the jungle for work. What is the most likely diagnosis?","Post‑kala‑azar dermal leishmaniasis (cutaneous leishmaniasis due to sandfly bite), presenting with painless erythematous facial nodules.",1
d14e7cd2-934d-4671-858e-c9a982eaf34c,A 54 year old smoker man comes with severe hemoptysis weight loss and oligoahritis. Serial skiagram shows fleeting opacities. What is the diagnosis?,"Granulomatosis with polyangiitis (Wegener’s).  
Severe hemoptysis with weight loss, oligoarthritis, and fleeting pulmonary opacities fits ANCA‑associated vasculitis with diffuse alveolar hemorrhage.",0.5
b495f2ce-4022-4c43-b232-7fc500e4d0dd,"A 35 year old lady Malti has unilateral headache, nausea, vomiting and visual blurring. The diagnosis is -","Migraine—likely migraine with aura, given the unilateral headache with nausea/vomiting and visual disturbance.",0
0aef8d53-0899-41e8-9398-a43e999e6e08,A patient with abdominal pain diarrhea and weight loss. He gives a history of taking treatment for pulmonary TB. What does the barium film of the patient show?,"Findings suggest ileocecal (intestinal) TB: a pulled‑up, contracted cecum with a narrowed/strictured terminal ileum and a patulous IC valve—classically the Stierlin sign (rapid emptying of terminal ileum with nonfilling/rigid cecum).",0.5
0e98c3a6-c4dc-430f-8a5c-a9d0c7d8da76,"A 14 year old male was presented to the casualty on a saturday night with left sided upper abdominal pain. Clinical examination revealed massive splenomegaly. He has history of massive hematemesis 2 year back, and was diagnosed to have Extrahepatic Poal Venous Obstruction (EHPVO) and bleeding was controlled by ligation of the esophageal varices. What is the likely diagnosis?",Splenic infarction due to congestive splenomegaly from extrahepatic portal vein obstruction.,0.8
8e2a7bc1-232d-4aa8-9348-fc933b4ed385,"A patient came with exudative lesions in cubital fossa, popliteal fossa & neck. The diagnosis is","Atopic dermatitis (flexural eczema), given the exudative lesions in the cubital and popliteal fossae and neck.",1
cfa4350b-e6e6-4bbd-ae0e-cd00314d90c3,"An 18-year-old man is admitted to the hospital with acute onset of substernal chest pain that began abruptly 30 minutes ago. He repos the pain radiating to his neck and right arm. He has otherwise been in good health. On physical examination, he is diaphoretic and tachypnoeic. His BP is 102/48 mmHg and hea rate is 112 bpm, regular rhythm but is tachycardiac. A 2/6 holosystolic murmur is heard best at the apex and radiates to the axilla. His lungs have bilateral rales at the bases. The ECG demonstrates 4 mm of ST elevation in the anterior leads. In the past he was hospitalized for some problem with his hea when he was 4 years old. His mother, who accompanies him, repos that he received aspirin and g- globulin as treatment. Since that time, he has required intermittent follow-up with echocardiography. What is the most likely cause of this patient's acute coronary syndrome?","Prior Kawasaki disease causing a coronary artery aneurysm with superimposed thrombosis/stenosis, leading to acute myocardial infarction.",0.8
652eb25e-ac84-4447-b086-e0cb4b4a14bb,"A 35 year old athlete has height 184 cm., arm span 194cm., pulse rate 64/min., BP148/64 mm Hg. Chest ausultation reveals long diastolic murmur over right 2nd intercostal space on routine examination. The probable diagnosis is -","Chronic aortic regurgitation, likely due to aortic root dilatation (Marfan phenotype), given the wide pulse pressure and long early diastolic murmur at the aortic area. The increased arm span relative to height supports Marfan-related aortopathy.",0.9
1e812663-a401-4688-bacd-e22499f81525,"A 30-year-old male patient came to Medicine OPD for swellings which looks like grapes, he said initially it was small cluster of swelling which later increased in size. He also complained of yellowish pigmentation of creases of palms. His fasting lipid profile was done, both cholesterol and triacylglycerols level was elevated. What is the diagnosis?","Type III hyperlipoproteinemia (familial dysbetalipoproteinemia), presenting with palmar xanthomas (xanthoma striatum palmare) and tuberoeruptive “grape-like” xanthomas.",1
f9f1c0a0-a0c4-4ffb-ab92-ad97081a8349,A patient with hip in adduction and medial rotation and is unable to move probable diagnosis is -,"Posterior dislocation of the hip.  
Classically presents with the limb adducted, flexed, and internally (medially) rotated with severe pain and inability to move.",0.95
47c18b9c-18a6-4bb0-8694-f104bf775cf5,A 55 year old chronic alcoholic male was brought to OPD with tremors and sweating. He is found to have irrelavent talks since 3days. What is the most likely diagnosis?,Delirium tremens (severe alcohol withdrawal).,1
2c5bec35-c22f-482e-b796-ed291723ff4a,A patient was diagnosed to have single skin lesion of Leprosy without any AFB positive bacteria from the scrapings. What should be the treatment of this patient according to latests guidelines?,Treat as paucibacillary leprosy with WHO MDT for 6 months: rifampicin 600 mg once monthly supervised plus dapsone 100 mg daily (weight‑adjusted in children). Single‑dose ROM for single‑lesion PB is no longer recommended in current WHO/NLEP guidelines.,0.8
37cff1b3-14a6-4560-8846-1f8a975d268d,The best diagnostic procedure of M.tuberculosis,"Mycobacterial culture (solid or liquid media) is the gold standard for definitive diagnosis and drug-susceptibility testing. In practice, rapid nucleic acid amplification tests such as Xpert MTB/RIF are preferred initial tests because they quickly detect MTB and rifampin resistance.",0.7
f2b36175-dd02-49b7-be12-fe83c5725c41,"A CKD patient is having protracted vomiting episodes. pH=7.42, pC02= 40, HCO3= 25, Na= 140mEq, Chloride= 95mEq and HCO3= 25mEq. Comment on the diagnosis.","Mixed acid–base disorder: high anion gap metabolic acidosis from CKD (AG = 140 − [95 + 25] = 20) plus hypochloremic metabolic alkalosis from protracted vomiting. These opposing processes offset, giving a near-normal pH and HCO3.",0.8
0accc3af-a316-4ebd-a206-613ab3f860d2,45 year old patient presents with acute cholecystitis. Blood investigation showed raised bilirubin. His pain resolved over the period but raised Bilirubin persisted. ERCP showed cholecystocholedochal fistula. What is the  probable diagnosis,Mirizzi syndrome—specifically a cholecystocholedochal fistula (Csendes Type II).,1
582ed582-6464-4ee4-b524-3fa9c6cafbcf,Ideal imaging method for diagnosis of hydrocephalous in infant is,Cranial ultrasonography through the open anterior fontanelle is the ideal initial imaging for diagnosing hydrocephalus in infants. MRI is preferred if detailed anatomy or etiology needs clarification.,0.9
b896839c-a737-48ae-8df5-de4719112535,'Gold standard' in diagnosis of GERD is,Ambulatory 24-hour esophageal pH monitoring—ideally pH-impedance monitoring—is the gold standard for diagnosing GERD.,1
054244f1-b78b-42e8-bc34-9d812662cb63,"A 21 yrs old girl with 8 weeks amenorrhoea, now comes in shock. The likely diagnosis is",Ruptured ectopic (tubal) pregnancy causing hemoperitoneum and hypovolemic shock.,1
4f682e47-9e23-45ea-ac3c-831811cfd6d8,"A 40-year-man, working in farm, presented with headache, malaise, sense of tightness in chest, dimness of vision. On examination he had pinpoint pupils. Likely diagnosis is","Acute organophosphate (cholinesterase inhibitor) poisoning from insecticide exposure, causing a cholinergic syndrome with miosis.",0.9
5ea7e2d9-4885-4857-bc63-e052da9d03da,"A 26 year old engineering student presented to the emergency with pain in the wrist after a fall on an outstretched hand from the motorcycle travelling at a very high speed. Examination shows swelling, diffuse tenderness, deformity, and limited wrist movement. 'Spilled teacup' sign is seen on a PA view X-ray wrist. What is the likely diagnosis?",Volar lunate dislocation of the wrist. The “spilled teacup” sign is classic for a lunate that has rotated volarly after a high-energy FOOSH.,0.5
b2f777c2-8717-4687-95d4-68450e59adc9,A 40 year old male who is being treated for UTI with Oflazacin presents to you with sudden onset of pain in the back of the ankle while running. It is still possible for him to walk but finds it difficult to stand on tiptoe. What is your diagnosis?,"Achilles (calcaneal) tendon rupture, likely precipitated by fluoroquinolone (ofloxacin) therapy. A positive Thompson test would support this.",1
100ff550-2733-4a80-aa30-750984133276,An 8 month old female child presented to emergency with a hea rate of 220/minute and features of cogestive hea failure. Her hea rate comes down to normal after administering intravenous adenosine. What is the most likely diagnosis ?,"Paroxysmal supraventricular tachycardia (SVT), most likely an AV node–dependent re-entrant tachycardia (e.g., AVRT).",1
d7019cd4-5375-42c2-b659-947fd8fcd2af,A female patient presents with diffuse alopecia to you. She had suffered from typhoid fever 4 months back. Most probable diagnosis is-,Telogen effluvium — diffuse shedding occurring a few months after a febrile illness like typhoid.,1
421a8ce7-9dd1-4dd7-8650-4c35700269b5,Patient is on autocoids for 1 year complains of severe pain epigasrium relieved iv antacids now complains of pain in right iliac fossa and epigastrium with fever and loss of liver dullness diagnosis -,"Perforated duodenal (peptic) ulcer with pneumoperitoneum causing peritonitis.  
Loss of liver dullness indicates free intraperitoneal air.",0.8
88ca809d-2bd0-4af6-a9a2-8c517593f96a,A 60 years old man presented with itchy tense blisters on normal looking skin and uicarial rash. Investigation done for the diagnosis:,Suspect bullous pemphigoid; confirm with skin biopsy (H&E showing subepidermal blister with eosinophils) and direct immunofluorescence of perilesional skin showing linear IgG and C3 along the basement membrane. Serum BP180/BP230 autoantibodies by ELISA and salt-split skin IIF (roof binding) can support the diagnosis.,0.7
6e218e5c-2a3c-4b0e-b164-b0a21756f009,An infant present with bilateral white pupillary reflex. On slit lamp examination a zone of opacity is observed arround the fetal nucleus with spoke like radial opacities. The most likely diagnosis is-,Congenital lamellar (zonular) cataract.,1
cc45ca4a-58dd-4128-aad7-74c2f0e3719b,A 2 year old child with Beckwith-Wiedemann syndrome is brought to you with history of an abdominal mass in the right hypochondrium. It was also associated with thrombocytosis and anemia. A CT showed enlarged pulmonary hilar nodes. What is the most probable diagnosis? Note that viral markers are -ve in this patient.,"Hepatoblastoma — a BWS-associated embryonal liver tumor presenting with a right upper quadrant mass, thrombocytosis/anemia, and lung (hilar) metastases, with negative viral markers.",1
6a841e42-39fd-4a5b-9111-d1600c653ae0,"Sheela, a middle aged diabetic female presented with flank pain and fever. On U/S the kidney was irregular and showed fat density lesion with calculi. The diagnosis is most probably -","Xanthogranulomatous pyelonephritis.  
Diabetic with flank pain/fever and an irregular kidney showing fat-density areas with calculi is classic for XGP.",0.9
a6fa2624-167d-4d43-8271-d005c5c01fa9,"When asked about his impending heart operation, patient recollects the entire procedures in detail. He seems well versed & on asking, says that he has been reading everything he can about it. He discusses the details for hours, but shows no emotional reaction to the operation. The defense mechanism most likely used here?","Intellectualization. He copes with anxiety by immersing in technical details and facts about the operation, avoiding the associated emotions.",1
a27573cc-b861-4320-a0a7-061125f69421,A 48 year old male presents with non-itchy generalised papulo-nodular lesion of three months duration. Physical examination does not show any other abnormaly.Slit smear from a nodule does not show AFB. Blood VDRL is reactive 1:2 dilution.The most likely diagnosis is-,"Papulonodular secondary syphilis. The generalized, non-itchy papulo‑nodular eruption with a reactive (albeit low-titer) VDRL and negative slit-skin AFB supports this over leprosy.",0.9
b384104a-eeb3-4778-b3c0-ff30dfcbbfbd,"A 27-year-old homosexual male presents with a foreign body in the rectum. During the extraction of the foreign body, a large tear in the sigmoid colon with extensive devitalization and contamination is observed. What is the preferred method of treatment?","Hartmann’s procedure: emergent laparotomy with resection of the devitalized/contaminated sigmoid, end colostomy, and closure of the rectal stump, with thorough peritoneal lavage and broad-spectrum antibiotics.",0.8
e645305b-e228-45c1-aa09-6f5b3682067b,"A 30-year-old man presented with this lesion on his right lower eyelid that had grown over 3 days. Two weeks before his presentation, a cyst had ruptured on the same eyelid. What is the diagnosis?","Pyogenic granuloma (lobular capillary hemangioma) of the eyelid, likely arising after the ruptured chalazion/cyst. It characteristically grows rapidly and appears as a red, friable mass.",1
96516f8b-aaa5-4e24-ad58-de6cd5a1219d,A 40-year-old man is brought to the doctor by his family for the rapid intellectual decline. Examination shows fast semi-purposive movements in hands. His father and grandfather had a similar illness. What is the diagnosis?,"Huntington disease—an autosomal dominant neurodegenerative disorder with chorea and cognitive decline, due to CAG repeat expansion in the HTT gene (anticipation, often paternal).",0.9
225d869c-1591-45be-a957-bcd81ff93a4a,25 year old labourer 3 yrs back presented with penile ulcer not treated. Later he presented with neurological symptoms for which he got treated. Test to monitor response to treatment is,Serial quantitative non-treponemal test titers—VDRL (or RPR)—are used; falling titers indicate treatment response.,1
e6315631-071a-44d9-8f4d-963985f7719b,"A 30-year-old male presented with trismus, fever, swelling pushing the tonsils medially and spreading laterally posterior to the middle of sternocleidomastoid. He gives a history of extraction of third molar few days back for dental caries. The diagnosis is:","Parapharyngeal (lateral pharyngeal) space abscess, likely odontogenic from the recent mandibular third molar extraction.",1
8c3ffe54-362a-45ab-8b4d-a4947e674b45,A 61-year-old female patient presents to your clinic due to sudden episodes of left-sided facial pain for the last two days. She states that the pain feels like a 'sharp stabbing ' and is a 9/10 in terms of intensity. The pain lasts about 5-10 seconds and then dissipates rapidly. The pain is often brought on by talking and cold wind. Her past medical history is significant for depression and type 2 DM. What is the diagnosis?,"Trigeminal neuralgia (tic douloureux). The brief, electric shock–like unilateral facial pain triggered by talking and cold wind is classic.",1
94dd8214-9ad5-42a1-b869-12bd091c8a92,"A child comes with abdomen pain, arthralgia, hematuria, hypertension diagnosis is-","Henoch–Schönlein purpura (IgA vasculitis).  
It classically presents with abdominal pain, arthralgia, and renal involvement (hematuria ± hypertension), often with palpable purpura.",0.86
b9c6b2c1-99ae-4a8f-b2d4-5f5b2968171e,BAL of a patient shows foamy macrophages with decreased CD4: CD8 ratio. What is the diagnosis?,Amiodarone-induced pneumonitis (drug-induced interstitial lung disease).,0
