id,question,answer,score
2c4cac73-1967-46ae-a586-185549de5c20,"A thiy five year old female has proximal weakness of muscles, ptosis and easy fatigability. The most sensitive test to suggest the diagnosis is.","The most sensitive test to suggest the diagnosis, which may be Myasthenia Gravis given the symptoms, is the Edrophonium (Tensilon) test.",1
09680419-46c1-44d4-bc80-2091b940bac8,"A 40 year old male with history of RTA with multiple long bones fracture, develops tachypnoea, periumbilical rashes and has urinary fat globules, the most likely diagnosis is","The most likely diagnosis is Fat Embolism Syndrome (FES), a complication commonly associated with long bone fractures.",1
934cc55f-b337-46cf-af29-f670d6143d99,A patient presented to you with vaginal discharge. Whiff test was positive. What is the diagnosis?,"The patient likely has bacterial vaginosis, as a positive whiff test is one of its common indicators.
",1
98bf8c0f-6852-4432-9e33-d73d862d81ac,"A girl has primary amenorrhea with normal ovaries, absent internal genitalia but normal external genitalia. Most probable diagnosis?","The most probable diagnosis is Mayer-Rokitansky-Küster-Hauser (MRKH) syndrome, a condition characterized by congenital absence of the uterus and the upper part of the vagina.",1
c0800fac-c24c-4900-adf0-ffd62156a992,"A 30-year-old woman with family history of hearing loss from mother's side developed hearing problem during pregnancy. Hearing loss is B/L, slowly progressive. Pure tone audiometry shows an apparent bone conduction hearing loss at 2000 Hz. What is the most likely diagnosis:","The most likely diagnosis for this woman is Otosclerosis, a condition often associated with progressive hearing loss and can be exacerbated during pregnancy.",1
bf090474-8b0f-4abe-9cf0-b5a53b5fc21a,"A child finds difficulty to spell and read, otherwise his IQ is normal, interacts well with parents and friends. Vision is normal. Most probable diagnosis of the condition is:","The most probable diagnosis for this child may be dyslexia, a learning disorder affecting reading and spelling abilities.",1
b66f46b8-6757-4e36-850a-6e3778e55ebd,"A 24 year male came to OPD with brownish itchy patches in axilla, blood lamp examination shows ""coral red"" fluroscence. Most likely diagnosis is:","The most likely diagnosis is Erythrasma, a skin condition typically caused by Corynebacterium minutissimum bacteria.",1
abda6ac9-fa74-4a35-b75e-dedeb0c56673,A female patient with a mechanical heart valve who is taking warfarin informs you that she hopes to get pregnant in the near future. What advice do you give her regarding her antithrombotic medication during the anticipated pregnancy?,"She should consult her healthcare provider as warfarin can be harmful during pregnancy, particularly in the first trimester due to its potential to cause birth defects. Alternative anticoagulants may be needed.",0.6
3a74a1d6-6730-46fb-aa69-e49ff050fa89,Best procedure to be done after an injury to leg associated with exposure of underlying bone and skin loss -,"An appropriate procedure might be a surgical debridement to clean the wound, followed by a skin graft or flap surgery to repair the skin loss. Consulting with a specialist such as an orthopedic surgeon or plastic surgeon is advisable.",0.75
29986844-1c38-47d7-8084-0092f8072914,A patient after valve replacement will require follow up treatment with,"Typically, a patient post-valve replacement will require follow-up treatment with anticoagulant medication like warfarin to prevent clotting, regular cardiac check-ups, and potential lifestyle changes.",1
adea7e09-5a75-454d-91df-88d3835167f7,"A 55-year-old female developed ESRD due to poorly controlled diabetes. She underwent dialysis 2-3 times a week. She was advised for kidney transplant which she received from cadaveric donor. She was put on immunosuppressive therapy with azathioprine, cyclosporine, methylprednisolone and anti-thymocyte globulin. Two weeks following the surgery, the patient was discharged on medications. 2 weeks later she presented to emergency with complaints of decreased urine output. On examination, her BP was noted to be 160/95 mm hg. The region of the graft is enlarged and is tender to touch. Lab investigations revealed serum creatinine of 4 mg/dl. Her differential diagnosis includes transplant rejection and drug toxicity. Which drug could be held responsible for the above clinical scenario?","The drug Cyclosporine could potentially be responsible for this clinical scenario, as it can cause nephrotoxicity leading to decreased urine output and increased serum creatinine. Additionally, it could also lead to hypertension, which fits with the patient's elevated blood pressure.",1
994b385e-a9fe-43e8-84c1-e7bbeec0c063,"A 1-day-old infant was born with the vault of the skull undeveloped, leaving the malformed brain exposed. A diagnosis of exencephaly is made. What is the embryologic cause of this condition?",Exencephaly is caused by a failure of the neural tube to close during embryonic development.,0.9
1ff37812-1d88-4fd9-9567-3b0399526985,"A 70 year old male, Babulal was brought to the hospital with the history of third person auditory hallucinations. He has no history of similar problems previously. What is the most likely diagnosis?","Given the age and symptoms, the most likely diagnosis for Babulal could be late-onset schizophrenia or possibly an age-related condition like dementia. However, further evaluation is needed for an accurate diagnosis.",0.5
141bd57d-0246-4944-a422-1e38721133ae,A 12 years old girl with tremors and emotional liability has golden brown discolouration in Descement's membrane. The most likely diagnosis is?,"The most likely diagnosis is Wilson's disease, a rare genetic disorder causing excessive copper accumulation in the body.",1
bc7677bc-b5e6-4bc4-8397-59840c4c6166,A patient presents with claudication in both buttocks and has impotence. The clinical examination reveals bruit over lower abdomen. What is the clinical diagnosis?,"The described symptoms are consistent with Leriche Syndrome, a type of peripheral arterial disease affecting the aortic bifurcation.",0.95
059608e7-4388-4edd-8946-f39715fec464,A Patient presents with recurrent episodes of sharp pain over his right cheek that is precipitated on chewing. Between attacks patient is otherwise normal. The most probable diagnosis is?,"The most probable diagnosis is Trigeminal Neuralgia, a chronic pain condition that affects the trigeminal nerve in the face, often triggered by basic daily activities like chewing.",1
d2130d74-d487-4d73-82c1-ac8fe719224a,"Post administration of antibiotics a patient has developed facial puffiness, rash, hypotension and breathing difficulty. What is the test treatment?","The patient appears to be experiencing an allergic reaction or anaphylaxis. Immediate treatment would involve administering epinephrine, and possible antihistamines or corticosteroids, under medical supervision.",0.7
b720b68a-23e2-4db7-a6ad-0010c345c7ed,The mother of a one and a half year old child gives history of increasing proptosis of left eye for the past 1 month. Examination revels left eye white reflex. On computed tomography scan of the orbit there is left orbital mass with calcification mainly centred within the globe. The most likely diagnosis is?,"The most likely diagnosis is Retinoblastoma, a rare type of eye cancer that typically develops in early childhood.",1
e0992ffc-55b5-4b43-ba6e-e25b3b651b21,"For a child 3-5 months age with H1N1, treatment Oseltamivir dose is","The appropriate Oseltamivir dose for a child aged 3-5 months with H1N1 is typically 3 mg/kg per dose twice daily for 5 days. But the dosage may vary based on the child's weight, so consult with a healthcare provider for precise dosage.",0.6
959c53a8-a215-4063-b3f9-0fcc663b2c35,Gold standard investigation for diagnosis of insulinoma -,The gold standard investigation for diagnosis of insulinoma is Endoscopic Ultrasound (EUS).,0.4
d5f43634-eeb6-4188-860f-6eb78289bc62,An 8 year old has 1st molar in a cusp-to-cusp relation. The treatment is:,"Treatment might involve orthodontic therapy as cusp-to-cusp molar relationship could indicate a malocclusion, but the best course of action should be determined by a dental professional after examination.
",0.5
d4fbec65-3343-461c-8aed-342bf8d6df5f,Child has lesion on buttocks since 2 year spreading peripherally with central scarring non symptomatic diagnosis?,"This could potentially be a case of Lichen Sclerosus or a fungal infection, but you should definitely consult a dermatologist for proper diagnosis.",0.5
42c4734b-6a25-4b2f-8901-8ed15fbb62a4,An 8–month–old female child presented to emergency with a heart rate of 220/minute and features of congestive heart failure. Her heart rate comes down to normal after administering intravenous adenosine. What is the most likely diagnosis ?,"The most likely diagnosis is supraventricular tachycardia, a common heart rhythm disorder in infants.",0.75
7a1aa239-df16-4763-92d9-44c26d81310c,"A 70-year-old man was administered penicillin intravenously. Within 5 minutes, he developed generalized uicaria, swelling of lips, hypotension and bronchospasm. The first choice of treatment is to administer -","The first choice of treatment in this situation, which appears to be anaphylaxis, would be the immediate administration of intramuscular epinephrine.",1
32b01b95-4423-4743-a79d-9a75f966cfd7,"A 28 year old woman was admitted electively to a HDU following C- section. A diagnosis of 'fatty liver of pregnancy' had been made preoperatively. She was commenced on a continuous morphine infusion at 5 mg/hr and received oxygen by mask. This was continued overnight and she was noted to be quite drowsy the next day. Aerial blood gases were- pH 7.16, pCO2- 61.9 mmHg, pO2- 115 mmHg and HCO3- 21.2 mmol/l?","This patient's blood gas analysis indicates respiratory acidosis, likely due to heavy sedation from the continuous morphine infusion, which may cause hypoventilation, leading to retention of carbon dioxide (CO2).",0.5
872e09c2-0d8a-47f5-9a31-747849eb1bf4,"A 18-year-old female develops breathlessness with perioral tingling, similar 2 episodes in the past; what is your diagnosis?","This may potentially be a panic attack or hyperventilation syndrome, but a medical evaluation is necessary to confirm.",0.5
aa0ad540-978b-4705-a27c-1b33d31abbaf,A 56 year old woman has not passed stools for the last 14 days. Xray shows no air fluid levels. Probable diagnosis is ?,The probable diagnosis could be fecal impaction or severe constipation.,0.5
7189be9f-0388-4423-97a8-a957e6e60a97,A 72-year-old woman presented with skin changes over her left breast. She had a history of breast cancer 5 years earlier and was treated with a lumpectomy and radiation therapy. What is the diagnosis?,"As an AI, I can't diagnose, but the described symptoms may suggest a recurrence of breast cancer or possibly radiation dermatitis. It's crucial to see a healthcare professional for proper evaluation and diagnosis.",0.25
1708113f-5c00-463a-bf34-6c0fe1cd69a2,"A patient was undergoing surgical procedure under general anaethesia. Suddenly he developed tachycardia, sweating, hypeension and tachypnea. What is the best immediate step to manage the situation-","The symptoms suggest malignant hyperthermia. The best immediate step is to stop the surgery, administer dantrolene, and provide supportive care such as oxygen and cooling.",0.5
922e998c-86f3-4fa4-b869-ba7d7adb703d,A newborn had bluish swelling over upper eyelid. There was no lid edema or eye involvement and the swelling regressed spontaneously at about one year of age. What is the diagnosis:,"The diagnosis could be a condition called capillary hemangioma, also known as ""strawberry mark,"" which typically regresses over time.",0
62785789-2e68-432a-8137-73d5d64567ba,"G1 P0 patient presents with blood pressure of 160 / 102 mmHg, 3+ proteinuria, and right upper quadrant discomfort at 36 weeks gestation. Following induction of labor, she delivers vaginally. She had blood loss 1500mL. Her serum creatinine rises from 0.98mg / dL predelivery to  1.42  mg / dL diagnosis","The patient shows signs of postpartum hemorrhage due to the blood loss and possible preeclampsia given the elevated blood pressure, proteinuria, and discomfort prior to delivery. The rise in serum creatinine indicates a reduction in kidney function.",0.5
c6cbeac5-bddf-4f44-8855-c1424ab6e900,A 45 year old hypertensive male patient presented in the casualty with two hours history of sudden onset of severe headache associated with nausea and vomiting on clinical examination the patient had necks stiffness and right sided ptosis. Rest of the neurological examination was normal. What is the clinical diagnosis :,"The clinical diagnosis for this patient could be a Subarachnoid Hemorrhage, possibly from a ruptured cerebral aneurysm.",0.9
a0edd0e3-c4c2-4e54-bb77-4f52012c674a,A child with fever presents with multiple tender erythematous skin lesions. n microscopic examination the skin lesions are seen to have neutrophilic infiltration in the dermis. What is the diagnosis -,"The diagnosis could potentially be Sweet's syndrome, also known as acute febrile neutrophilic dermatosis, given the described symptoms and findings.
",1
76aa3482-4d40-4961-8073-428fffa59af8,"Lalita, a female pt. presents with pigmentation of the lips and oral mucosa and intestinal polyps. Her sister also gives the same history. Most probable diagnosis","The most probable diagnosis is Peutz-Jeghers syndrome, a genetic disorder characterized by the development of polyps in the gastrointestinal tract and pigmented spots on the skin and mucous membranes.",1
4102d4a4-3279-4ed7-9b6c-046f28ede7c4,A child with schizophrenia was on medications. Suddenly he developed neck stiffness 8t spasm. What is most probable cause?,"The child may be experiencing a side effect of his schizophrenia medication called dystonia, which can cause muscle spasms and stiffness, often in the neck.",0.9
d4841ba2-af27-47e0-8d5c-b8e39741cc94,A 21-year-old man presents with scrotal swelling and pain. What is the MOST likely diagnosis?,The most likely diagnosis for a 21-year-old man presenting with scrotal swelling and pain is testicular torsion.,0.9
b5536d8b-f83d-41d4-a74b-d03a627311c4,A young male presents with elevated bilirubin levels. Examination of urine shows presence of bilirubin while urobilonogen is absent. Likely diagnosis is:,"The likely diagnosis is obstructive jaundice, potentially caused by conditions such as gallstones, pancreatic cancer, or bile duct cancer.",1
afa1a50f-e4ab-43fe-be97-2b8487f7ef37,"A child presents with hypovolemic shock, anuria and respiratory acidosis, treatment is:","The treatment primarily includes restoring the blood volume through intravenous fluids, addressing acidosis with bicarbonate, providing respiratory support (like ventilation in severe cases), and management of kidney function, potentially using a treatment like dialysis, all under professional medical supervision.",0.75
591b6f72-cd42-4163-bcd3-186916023582,"In a patient of 8 years having history of trauma at the age of 5 years. The TMJ gets ankylosed, what should be treatment","The treatment of temporomandibular joint (TMJ) ankylosis in an 8-year-old would likely involve surgical intervention, specifically joint release surgery, and postoperative physiotherapy for optimal recovery.",0.7
159aea13-07ae-44f0-b5a3-363a899c0671,Fick's operation and Cody Tack's procedure is for ?,"Fick's operation is a surgical procedure for strabismus, a condition where the eyes do not align properly. Cody Tack's procedure is not a recognized medical procedure; there may be a misunderstanding or typo in the name.",0
e88b12ed-7758-4203-a380-bb80f5a55641,A 45 year old male has multiple grouped vesicular lesions present on the T10 segment dermatome associated with pain. The most likely diagnosis is,The most likely diagnosis is Herpes Zoster or Shingles.,1
ad019d16-1b04-42ec-a6c5-63fcb1d7d89e,In a A patient sustained trauma to left side of chest and abdomen. Fluid in the peritoneum & sign of hypotension was found on physical examination. Most probable diagnosis is?,"The most probable diagnosis is a hemorrhagic shock, possibly due to internal injuries or bleeding from the trauma.",0.5
7005ea41-c8fa-48f8-8f50-9c6cd1296b96,"A 30-year-old lady complains of sudden onset breathlessness, anxiety, palpitations and feeling of impending doom. Physical examination is normal. What is the diagnosis","The symptoms described could potentially suggest a panic attack. However, always consult a healthcare professional for an accurate diagnosis.",0.9
a396c72e-15a5-4825-80b9-11149bf76bd8,"A 50-year-old man presents to the emergency in a wheelchair complaining of weakness that has developed over the past 2 days. He first noticed that he had generalized fatigue and felt like he was having a hard time moving his feet. Over the past 24 hours, the weakness has progressed to the point that he can barely stand with assistance. He is beginning to feel that it is difficult to lift his arms. He also complains of a sharp pain in his shoulders and along his spine. Both his hands and feet are tingling. On physical examination, his initial blood pressure is 140/80 mmHg. On repeat 1 hour later, it is 90/50 mmHg. His hea rate is 106 bpm, respiratory rate is 25 breaths/min, temperature is 37.0degC, and SaO2 is 96% on room air. Deep tendon reflexes are absent at the knee, ankle, and wrist. The brachioradialis reflex is 1+. Strength throughout the lower extremities is diminished as the patient is unable to lift either leg against gravity. What is the appropriate diagnosis?","The appropriate diagnosis is Guillain-Barré syndrome, a condition in which the body's immune system attacks the nerves, leading to weakness and tingling in the extremities.",1
f364f784-252d-46cd-9f15-9996617fc45c,"A 36-yr-old male worker presented with itchy, annular, scaly diffuse plaques in both the groins. Application of coicosteroid ointment relieved the symptoms temporarily but the plaques continued to spread at the periphery. The most likely diagnosis would be?","The most likely diagnosis is Tinea Cruris, also known as jock itch.",0.5
b4a39d87-7beb-406f-993b-573496c46acf,Saliva produced during stimulation by eating or by mechanical manipulation during dental procedures arises principally from the:,Saliva produced during stimulation by eating or dental procedures arises principally from the parotid and submandibular glands.,0.75
4f393747-2214-41a5-8095-ec9f845661b4,"A patient presents with malena, hyperpigmentation over lips, oral mucosa and skin; and his sister is also having similar complaints. The diagnosis is :","The diagnosis could be Peutz-Jeghers syndrome, a genetic disorder characterized by gastrointestinal hamartomas and mucocutaneous hyperpigmentation.
",1
78a63b2b-d498-46cc-b321-e0eeb4e7b647,"A 35-year-old lady complains of dysphagia, Raynaud's phenomenon and her hands show the following appearance. Investigations show positive ANA. The likely diagnosis is","The likely diagnosis is Systemic Sclerosis (Scleroderma), a chronic connective tissue disease.",1
771e0d93-33f4-473c-900d-c2a78b1c03b6,A teenage girl presented in OPD with moderate acne and history of irregular menses. What treatment will you give?,"As an AI, I don't prescribe treatments, but healthcare professionals might consider hormonal therapies like birth control, along with topical acne treatments. It's also important to investigate Polycystic Ovary Syndrome (PCOS) which may cause these symptoms.
",0.7
fbf0c12f-28f7-4d9e-be1d-e7ed5d69d0d2,A newborn infant was referred with intermittent cyanosis which improved on crying but worsened when quiet. What is the most likely diagnosis?,"The infant may have a condition called Congenital Central Hypoventilation Syndrome (CCHS), also known as ""Ondine's Curse,"" which causes breathing difficulties especially during sleep or quiet states.",0
e93921ae-f3a8-4ab1-bb8b-27373d1c5f56,"A male child with coarse facies, macroglossia, thick lips with hepatosplenomegaly presents with copious mucus discharge from nose. Probable underlying diagnosis is:","The probable underlying diagnosis is Hurler syndrome, a type of mucopolysaccharidosis.",0.9
7a424bf8-55f6-43fd-b7af-348e711ee860,"A patient after a trip to Bangkok has developed fever and perioral vesicles, diagnosis is:","The symptoms might suggest Hand, Foot, and Mouth disease, a common viral infection in Southeast Asia. However, a complete examination and diagnosis should be made by a healthcare professional.",0.5
f64b7dad-743e-42db-8b07-8299c210e803,A 10 year old child develops hematuria after 2 days of diarhoea. Blood film shows fragmented RBCs & thrombocytopenia. Ultrasound shows marked enlargement of both kidneys. The likely diagnosis is:,"The likely diagnosis is Hemolytic Uremic Syndrome (HUS), which is characterized by hemolytic anemia, acute kidney injury, and thrombocytopenia.",0.5
bbd93241-9f60-4ca9-8bd0-d6ff0c7f077e,"A healthy appearing, 8-year-old boy is evaluated for an abdominal mass, felt by his mother during a bath. What is the most likely diagnosis?","The most likely diagnosis could be Wilms' tumor (nephroblastoma), which is a common abdominal mass in children. However, it requires proper clinical examination and diagnostic tests to confirm.",1
c96e7781-c280-4050-920b-0c139dba7b0b,2 years old child was brought to the emergency department. He was having convulsions. On a rapid general physical examination kyphoscoliosis was discovered X-ray showed swollen lower end of radius. What is the likely diagnosis?,"The child might be suffering from Rickets, which is often characterized by skeletal deformities such as kyphoscoliosis and bone swelling.",1
01519bac-b973-4fa0-8b72-cfafe15f95cd,"A 14 year old boy present with headache, fever and cought for 2 days. Sputum is scant and non-purulent and gram stain reveals many whit cells but no organisms. The treatment should be initiated with:","Since the symptoms suggest a viral infection (such as the flu or COVID-19), the initial treatment would typically include rest, hydration, and over-the-counter medication for fever and pain management. Antibiotics are generally not needed since no bacterial organisms were identified on the gram stain. Always consult with a healthcare provider for appropriate treatment.",0.5
99185d11-a011-411c-87dd-5211182e8908,"A 36-year-old factory worker developed itchy,annular scaly plaques in both groins. Application of a coicosteroid ointment led to temporary relief but the plaques continued to extend at the periphery.The most likely diagnosis is","The most likely diagnosis is Tinea Cruris, commonly known as jock itch.",0
4a61194f-3941-402a-a833-9e6f7108e04c,A 45-years-old multipara presents with dysmenorrhea and menorrhagia. Uterus is symmetrically enlarged upto 14 weeks. What is the probable diagnosis?,The probable diagnosis is adenomyosis.,1
ac3d2d00-73df-45ef-82d3-163e2f14897a,A newborn child presents with inverted foot and the dorsum of the foot cannot touch the anterior tibia. The most probable diagnosis is -,"The most probable diagnosis is clubfoot, medically known as congenital talipes equinovarus (CTEV).",1
a97f9982-865c-44a3-82c2-7360244cb025,"A 50 years old male presents with severe refractory hypeension, weakness, muscle cramps and hypokalemia, the most likely diagnosis is","The most likely diagnosis is primary hyperaldosteronism, also known as Conn's syndrome.
",0
68e63a43-122d-4f4d-9988-221ca575bf38,Very commonly used suture material in oral surgical procedures,Silk and Vicryl are very commonly used suture materials in oral surgical procedures.,0.5
9ceb61f6-225f-42ce-9ec9-71d6cd7c05d5,"Male staed drinking alcohol at age of 20 years, presently taking 3 quaers daily over 30 years, complains that now he gets the kick in 1 quaer. Probable diagnosis is:","The probable diagnosis could be alcohol tolerance, which means the individual needs to consume more alcohol to achieve the same effects as before.",0.5
4b920efb-33ed-4766-9c10-ee254bee7c8d,"A six-year-old child is admitted to the Paediatric ICU for seizures. He has been on treatment with Tacrolimus and Prednisolone. On investigations his blood urea is 68 mg/dl, Serum Sodium is 136 meq/l likely cause of his seizures –","The likely cause of the child's seizures could be high blood urea levels, also known as uremia, which is a sign of kidney dysfunction often seen in patients on long-term immunosuppressive therapies like Tacrolimus and Prednisolone.",0.5
867016d7-45a5-4e60-8970-24d586382b32,A patient appears awake and is not talking. No voluntary movements. He can signal with vertical eye movements. The CT scan shows infarction of ventral pons. The diagnosis is,The diagnosis is Locked-in syndrome.,0.9
a7667a44-3de5-4f3f-8018-e13e8caa91a1,"A child presented with seizures. On examination an Oval hypopigmented macules noted on the trunk, Low IQ and angiofibroma on face. What is the most probable diagnosis","The most probable diagnosis is Tuberous Sclerosis, a genetic disorder characterized by the growth of numerous noncancerous (benign) tumors in many parts of the body.",1
71887682-8009-45d2-b038-49e48e00a108,A 9 year old boy with elevation in both PT and A PTT. What is the diagnosis?,"This may suggest a coagulation disorder, but a specific diagnosis can't be determined without further testing. Please consult with a healthcare professional for accurate diagnosis and treatment.",0.5
e56698c6-98e2-449b-9306-58d1e2bf72b6,The active search for unrecognized disease or defect in apparently health people using rapidly applied tests or procedures is-,This is known as screening.,1
0d9ba8b0-b18c-4b1d-ae1a-6421a38bacb0,"A six-year-old girl has brief, irregular contractions in her feet; symptoms are suspected to be a result of an untreated strep infection. What is the diagnosis?","The diagnosis could potentially be Sydenham's Chorea, a neurological disorder related to untreated strep infection.
",1
0ddacd64-db54-452a-8dff-454cb4477ba0,"A patient on anti-psychotic drugs develops temperature of 104°C, BP about 150/100 and abnormal behavior.What is the likely diagnosis?","The patient may be experiencing Neuroleptic Malignant Syndrome, a serious condition associated with antipsychotic drugs.",1
fb9ef57c-0bb2-4e7d-b02b-4cfda7082f26,"A patient presented with scarring alopecia, thinned nails, hypopigmented macular lesions over the trunk and oral mucosa. The diagnosis is –","The diagnosis for this patient would likely be Lichen Planus, a non-infectious, itchy rash that can affect many areas of the body.",1
6d0d7da8-9746-402c-8008-ffed9773d68d,"A 36-year-old female with symptoms of hyperparathyroidism, tumor in the pancreas, adrenal cortical hyperplasia, pituitary adenomas, islet cell tumor with cutaneous angiofibroinas. What is the diagnosis?",The diagnosis for these symptoms could be Multiple Endocrine Neoplasia type 1 (MEN 1).,1
617290c2-88d3-4421-8900-b0959cbfba19,"A boy 10-year-old, fractured his central incisor 1 ½ year
back. His pulp test is negative. What is the treatment:","Treatment may involve root canal therapy if pulp necrosis is suspected, followed by a dental crown to restore the structure of the tooth, given the child's age and growth considerations. Always consult with a dental professional for accurate diagnosis and treatment.
",0.5
f7f138b8-e167-47a0-a8ca-284148aea2d9,"The mother of a 4-year-old child notes blood when laundering his underwear. Physical examination reveals a rectal mass. On proctoscopy, there is a smooth-surfaced, pedunculated, 1.5-cm polyp. It is excised and microscopically shows cystically dilated crypts filled with mucin and inflammatory debris, but no dysplasia. What is the most likely diagnosis?",The most likely diagnosis for this 4-year-old child is juvenile (retention) polyp.,0.9
55e0d7e2-caed-48fa-a104-b5e4fdd6ccb1,"A female with symptoms mimicking heart disease with normal ECG & X-ray, the diagnosis is -","This could be a case of angina, anxiety disorders, or gastrointestinal issues. However, correct diagnosis requires further tests and a detailed physical examination by a healthcare professional.",0.5
05a64e1c-537d-437a-9803-cbf812f88a4f,"A 30 year old male, Kallu, with a history of sexual exposure comes with a painless indurated ulcer over the penis with everted margins. The diagnosis is :","The symptoms suggest that Kallu may have syphilis, a sexually transmitted infection. However, a clinical diagnosis from a healthcare professional is needed for confirmation.",0.9
c3962a1d-92f1-46bc-aa14-9a72d18b6f7a,"A patient is diagnosed with TB meningitis and is started on antituberculosis treatment. Because the facial weakness persists despite starting on ATT, the physician decides to administer high dose steroids. Within one week of introducing prednisolone, the patient develops pain radiating down the back of his right leg and difficulty dorsiflexing the right foot. This is due to","This is likely due to a condition called ""foot drop,"" which could be caused by the compression or damage to the peroneal nerve, possibly as a side effect of steroid use.",0
3f8cf208-8617-45bc-bf33-75791766c078,"An elderly female presents with the features of fever, headache, diplopia. Biopsy of the aery revealed panaeritis. What is the most probable diagnosis",The most probable diagnosis is Giant Cell Arteritis (GCA) or Temporal Arteritis.,0.9
f0829ed3-23ff-4eef-ab1d-b1733ca0752a,In a RTA patient sustained trauma to left side of chest and abdomen. Fluid in the peritoneum & sign of hypotension was found on physical examination. Most probable diagnosis is?,"The most probable diagnosis is Hemoperitoneum, likely due to Blunt Abdominal Trauma.",0.5
da86a7bf-47f0-4b0b-a090-23b3030836db,Direct procedure for fabrication of provisional restoration has a prime disadvantage of,The prime disadvantage of the direct procedure for fabrication of provisional restoration is that it can cause trauma to the prepared tooth or tissues due to its potential for inaccuracies and improper fit.,1
112f7694-aca1-44b6-a43b-6ce1a8206be7,Make the diagnosis of a 26 day old infant presenting with recurrent nonbilious vomiting with costipation and loss of wt-,"The symptoms suggest a condition called Infant Pyloric Stenosis, which involves a blockage of the pylorus due to thickening of the muscle leading out of the stomach. Please consult a pediatrician to confirm the diagnosis.",0.95
ec39a8df-eeb9-4217-848b-057aa975a569,A 23-year old young boy with schizophrenia is well maintained on risperidone for the last 2 months. He has no family historv of the disease. For how long medication should be continued in this patient?,"The duration of medication for schizophrenia is typically lifelong, but it should ideally be under the supervision of a psychiatrist to monitor symptoms and manage potential side effects.",0.5
f90b95d9-e701-4fbe-b28a-26a68e0fe47c,A 2 year child presented with low grade fever and stridor. What is the likely diagnosis?,"The child may have croup, a common illness in young children that causes a distinctive barking cough and stridor.",0.5
5d3acee6-94c3-4dbf-8084-84aa52b338c6,"A 35 year old male came with jaundice, palpable mass in the right hypochondrium not associated with pain. The probable diagnosis is -",The symptoms could suggest a potential diagnosis of Hepatocellular Carcinoma or other liver diseases. Please consult a healthcare professional for a definitive diagnosis.,0.5
01da52da-4def-4d88-9d75-694686a35f68,A 56-year-old man has suffered from intermittent claudication for 5 years. He has recently developed cramping abdominal pain that is made worse by eating. He has a history of a 15-lb weight loss. What is the most likely diagnosis?,"The most likely diagnosis for this patient is Chronic Mesenteric Ischemia, also known as intestinal angina, a condition where the blood flow to the intestines is reduced, typically due to atherosclerosis.",1
e7494353-e2dd-4bd1-8efe-d0d5226b0c82,"A 65-year-old woman with a history of chronic constipation is transferred from a nursing home because of abdominal pain and marked abdominal distention. On examination, her abdomen is found to be distended and tender in the LLQ. What is the most likely diagnosis?",The most likely diagnosis is diverticulitis.,0.5
59dc01ea-488a-40fe-bb86-395eb5e60bc5,"A 71/2 months old child with cough, mild stridor is staed on oral antibiotics. The child showed initial improvement but later developed wheeze, productive cough, and mild fever. X-ray shows hyperlucency and PFT shows an obstructive curve. The most probable diagnosis is,","The most probable diagnosis is Bronchiolitis Obliterans, which is a type of chronic obstructive lung disease.",1
936cb9cc-644e-4c87-b40e-8d6965f467de,A six-year-old male baby presents to a hospital with recurrent gross hematuria for 2 years. There is no h/o burning micturition or pyuria. Urine routine examination demonstrated no pus cells and urine culture was sterile. Serum C3 levels were normal.What is the most probable diagnosis?,"The most probable diagnosis could be an IgA nephropathy (Berger's disease), a kidney disease that causes blood in the urine.",1
dc6316d9-f4cd-4db8-8b1f-d7a808b64dae,"A 56-year-old woman has noticed an enlarging lump on the right side of her neck for the past 7 months. On physical examination, there is a 3-cm nodule in the right upper neck, medial to the sternocleidomastoid muscle and lateral to the trachea at the angle of the mandible. CT scan shows a circumscribed, solid mass adjacent to the carotid bifurcation. Microscopic examination of the excised mass shows nests of round cells with pink, granular cytoplasm. Tests for immunohistochemical markers chromogranin and S-100 are positive. Electron microscopy shows neurosecretory granules in the tumor cell cytoplasm. The tumor recurs 1 year later and is again excised. What is the most likely diagnosis?","The most likely diagnosis is a paraganglioma, also known as a carotid body tumor. This is supported by the tumor's location, the patient's age and sex, and the positive chromogranin and S-100 stains, which are markers for neuroendocrine and neural crest-derived cells, respectively.",1
aa9806b8-3583-4fc8-ad74-4f3e5e9ceba4,A 40 year old patient it comes with right upper quadrant pain from last 48 hours. Ultrasound reveals calculous cholecystitis. What is the preferred treatment,"The preferred treatment for calculous cholecystitis often involves antibiotics to treat the inflammation and surgical removal of the gallbladder, termed cholecystectomy.",1
ea94e744-18d9-4710-bece-910526acb39e,"A child of 1 year presents with muscle wasting, loss of subcutaneous fat with no signs of edema and weight below 60% of WHO standard. The mother gives history of not giving enough proteins and other nutrients to the child after six months of age. The likely diagnosis is","The likely diagnosis is Marasmus, a severe form of malnutrition caused by a deficiency in proteins and calories.",0.9
bc938929-be2c-4f6e-8dd7-2d6a0ea745ae,The procedure done in cases of clinical suspicion of amyloidosis is,"A biopsy, typically of the fat pad, kidney, liver, or bone marrow, is usually performed in cases of clinical suspicion of amyloidosis.",0.5
