id,question,cop,opa,opb,opc,opd
47f0f506-b742-44bb-aaf4-a3aebff35e89,"A 40-year-old woman presents with a long history of vague upper abdominal pain and frequent indigestion. Physical examination reveals an obese woman with jaundice and abdominal tenderness. Serum bilirubin is elevated (4.2 mg/dL). There is a mild increase in serum AST and ALT (62 and 57 U/L, respectively) and a moderate increase in alkaline phosphatase (325 U/L). Markers for viral hepatitis are negative. Abdominal ultrasound examination shows echogenic stone-like material within the gallbladder and thickening of the gallbladder wall. An intrahepatic mass is also visualized adjacent to the gallbladder. A cholecystectomy is performed. Histologic examination shows dense fibrosis and glandular structures in the wall of the gallbladder. What is the most likely diagnosis?",0,Carcinoma of the gallbladder,Hemangiosarcoma,Hepatic adenoma,Hepatocellular carcinoma
c7a5c063-fb87-4363-bd45-53abc14d1553,"A 45-year-old patient presents with conductive hearing loss, facial pain in temporoparietal and the lower jaw area, and immobile soft palate on the right side. The probable diagnosis is:",2,Sluder's neuralgia,Costen's syndrome,Trotter's syndrome,Wallenberg's syndrome
2e5620f5-2568-468b-87d0-a4ba8c3970ab,"A 45 year old Alcoholic comes to OPD who is on abstinence since last 10 years.He suddenly develops dysahria, shuffling gait and intention tremors . What shall be the most likely diagnosis ?",2,Wilson disease,Wernicke's disease,Acquired hepatocerebral degeneration,Halloverden spatz disease
8fba6ef3-4608-4e99-a203-c60ae8a0da62,Which of the following patient characteristics is a possible reason for the use of celecoxib in the treatment of ahritis?,2,History of severe rash after treatment with a sulfonamide antibiotic,History of gout,History of peptic ulcer disease,History of type 2 DM
52b2b6c7-1498-43de-b162-36a15004ba9a,"The gallbladder of a 51-year-old female patient is characterized by the presence of multiple gallstones, consistent with the diagnosis of cholecystitis. Which of the following tests would be anticipated to be positive in this patient?",3,Rebound tenderness,Iliopsoas test,Obturator sign,Murphy's sign
7dd61444-b195-4a6b-9934-fc5c9c198d6a,Dahlman's procedure is done for management of:,1,Diffuse esophageal spasm,Zenker's diverticulum,Gastro esophageal reflux,Ca esophagus
6ef5e6f6-6d9a-451c-9bbc-63785fb8e282,"A two year old unimmunized child presents to a primary health centre with fever since 5 days. Mother also gives a history of rash staing behind ear-pinna a day before coming to OPD. On examination, child is having running nose and congested eyes. Most probable diagnosis is:-",2,Rubella,Mumps,Measles,Chickenpox
320cc9c0-db51-4929-b816-636645c61c9d,"A 38-year-old woman visits her gynecologist for a routine Pap smear examination. During the collection of cells from her uterine cervix she feels a mild pain. Which of the following areas is most likely to experience ""referral of pain"" during this procedure?",0,Perineum and lateral portion of the thigh,Suprapubic region,Umbilical region,Inguinal region
7c70ab5d-3c67-4c46-9eb6-0bd6473cecca,"A 40 year old female presents with fever, faigue, diffuse painful swelling in the midline of the neck, FNAC of the same reveals epithelioid cells and giant cells, the likely diagnosis is",1,Acute thyroiditis,Subactue thyroiditis,Tubercular lymphadenitis,Hashimotos thyroiditis
7d754398-3c8f-4558-af08-31831b714e7e,"The laboratory investigation of a patient shows |T4, and |TSH. Which of the following is the most likely diagnosis:",1,Grave's disease,Hashimoto's disease,Pituitary failure,Hypothalamic failure
f4c3e4dc-3ea1-470e-b22b-204e2d578ad6,"A pregnant woman aged 30 years after trauma feeling tingling pain and numbness at the tips of thumb , index finger and middle finger, on examination doctor presses between the wrist joint for 30 seconds and the patient de- velops more pain at the tips of the middle ,index finger and thumb. What is the diagnosis",0,Carpal tunnel syndrome,Cubital tunnel syndrome,Tarsal tunnel syndrome,Pronator syndrome
fdde49c0-9770-492d-a4c3-15e169178f1f,A five year old boy presents with precocious puberty and a blood pressure of 130/80 mmHg. Estimation of which of the following will help in diagnosis -,0,| 17 hydroxy-progesterone,| Cortisol,| Aldosterone,Renin
a05bc40e-0180-47fe-91e4-d2163d446ca7,"A 45-year old man presented with 3-year history of a painless soft and slow growing swelling of the neck, upper trunk, upper back and shoulders. The patient had a history ofheavy alcohol consumpution and was a non-smoker. Laboratory blood analysis showed minor elevations in aspaate aminotransfe! rase (71U per liver), alanine amino-transferase (49 U per liter), and total cholesterol . Triglycerides were elevated at 1,020 mg per deciliter (11.52 mmol per liter). Magnetic resonance imgaing revealed diffuse, non-encapsulated fatty deposits in the mediastinum and in the subcutaneous and deeper fascial compaments of the neck, upper trunk and back. The probable diagnosis of the patient is -",2,Tuberculosis,Rheumatoid almtis,Madelung's disease,Hodgkin's lymphoma
285b9c13-bcaa-41e1-80c7-8ff394f6f95e,"A 43-year-old woman visits the outpatient clinic with a neurologic problem. Diagnostically, she cannot hold a piece of paper between her thumb and the lateral side of her index finger without flexing the distal joint of her thumb. This is a positive Froment sign and a diagnosis of ulnar neuropathy. Weakness of which specific muscle causes this sign to appear?",1,Flexor pollicis longus,Adductor pollicis,Flexor digiti minimi,Flexor carpi radialis
c9e03b28-4a54-4382-acaf-c16cdacd8191,"A 64 year old lady Kamla complains of severe unilateral headache on the right side and blindness for 2 days. On examination, there is a thick cord-like structure on the lateral side of the head. The ESR is 80 mm/hr in the first hour. The most likely diagnosis is",0,Temporal aeritis,Migraine,Cluster headache,Sinusitis
5628c30b-407e-4c32-8c59-4d594291661c,"A 58-year-old woman has a history of alcohol abuse, coronary artery disease, and atrial fibrillation. Her medications include metoprolol, lisinopril, simvastatin, and warfarin. She develops urinary urgency and frequency and is treated with oxycodone and ciprofloxacin. Three days later she develops a headache, dizziness, vomiting, and has difficulty walking. On neurological examination her strength, sensation (including vibratory sensation), and reflexes are normal. She walks with an uncoordinated, unsteady gait. On testing of coordination in the upper extremities, she displays past pointing and poor rapid alternating movements with her right upper extremity. In the lower extremities, her heel-shin testing also reveals poor coordination on the right. INR is 6.5 (normal <1, therapeutic for warfarin 2.0-3.0). What is the most likely cause of her neurologic findings?",0,Right cerebellar hemorrhage,Multiple small infarcts in the basal ganglia,Cerebellar degeneration due to chronic alcohol abuse,Posterior column degeneration as a result of vitamin deficiency
c0a1c6b3-a144-4a5e-80f8-580ad28c7833,"In treating a fractured clavicle in a 14 month old child, the best procedure is:",2,Open reduction,Shoulder cast,Figure - of - eight bandage,Kirshner pin
3f27263d-7aac-4ae8-80f2-781b245edee9,Which of the following is an intramatrix procedure?,2,Rotation of mandibular base in relation to cranium,Rotation of mandibular plane in relation to cranium,Rotation of mandibular plane relative to core of mandible,Rotation of mandibular base in relation to maxilla
833f461d-309f-493d-ab5b-d5011d281492,"A 38-year-old woman is seen by a gynecologist on a routine visit. A complete history is taken and is non-contributory except for the fact that the patient's menstrual irregularities apparently developed insidiously over the preceding decade. Screening physical examination is performed. Routine serum chemistries and complete blood count are sent, as are Pap smear studies. Pelvic ultrasound studies are also performed. Pregnancy test is negative. Endometrial biopsy shows proliferative endometrium. All other results are within normal limits, except for evidence of a mild iron deficiency anemia. Which of the following is the most likely diagnosis?",2,Cervical carcinoma,Cervical dysplasia,Dysfunctional uterine bleeding,Endometrial carcinoma
a6d0d2e4-f39c-4bc1-b6e8-944279caefda,"Which statement is true regarding genu varum (bowleg) -a) In infants, it may be considered normalb) Occurs due to epiphyseal dysplasiac) Seldom associated with tibial angulationd) Affects only tibia but nerve femure) Does not require any treatment",1,ac,ab,ad,bc
9e158435-2899-4a54-83e8-2698a172328f,"A 40 year old adult man on medication for psychiatric illness for the last 2 weeks, suddenly develops marked rigidity, immobility, fever, fluetuating BP and hea rate. Most likely diagnosis ?",2,Akathisia,Parkinsonism,Malignant neuroleptic syndrome,Catatonic schizophrenia
e7113e4d-74ec-482a-88f0-5b35e7d8934f,Which vitamin is most likely to be deficient in patients on treatment with isoniazid :,2,Vitamin B1,Vitamin B2,Vitamin B6,Vitamin B12
232637d6-25db-4fba-b342-65d9f13c6c12,"A child presents with brown colored urine and oliguria for last 3 days. He has mild facial and pedal edema. His blood pressure is 126/90. He has +3 proteinuria with 100 red cell and a few granular casts. His creatinine is 0.9, urea is 56. What is his diagnosis?",0,PSGN,Nephrolithiasis,FSGN,Infection associated glomerulonephritis
67381436-dfc3-4c86-b063-960d5f9754e4,"A 6-month-old infant had itchy erythematous papules and exudative lesions on the scalp, face, groins and axillae for one month. She also had vesicular lesions on the palms. The most likely diagnosis is –",2,Congenital syphilis,Seborrhoeic dermatitis,Scabies,Psoriasis
51b17007-5f6b-45d7-875a-651574a91478,"A 5 year old child develops non blanching macules, papules and petecheal hemorrhage on lower extremities, mild abdominal pain, and skin biopsy showed IgA deposition along blood vessels and perivascular neutrophilic infiltrate. Most probably diagnosis is",2,Wegner's granulomatosis,Poly airitis nodosa,Henoch Schonlein purpura,Kawasaki disease
3fe288bb-2b89-478e-958b-e0bb474f85ab,"A patient with sudden headache, vomiting & unconsciousness, diagnosis is -",0,Subarachnoid haemorrhage,Intracerebral haemorrhage,Subdural haemorrhage,Extradural haemorrhage
c64582ac-7f08-4106-b3d7-94c911575049,"A 2-year-old male child presents with a lump in the right side of the abdomen. Ultrasound revealed it to be a solid mass. On examination, his right arm and leg were found to be longer. The most likely diagnosis is:",0,Wilms' tumor,Neuroblastoma,Angiomyolipoma,Nephroblastoma
e4a60247-420f-43cb-a1bc-ae27e68175ec,"7 day old baby presented in emergency department with unconsciousness, cyanosis and 85% oxygen saturation. The diagnosis – a)  Tetralogy of fallotb)  TGAc)  TAPVCd)  PDA",1,a,bc,ac,ad
7eff3ed1-4d51-4709-a5a4-17d9ff0c0db0,"On chronic treatment with a drug, a patient presents with gingival hyperplasia and facial hirsutism. The drug most likely to cause these side effects is :",0,Phenytoin,Carbamazepine,Valproic acid,Phenobarbitone
c5c30278-8f1e-4d20-83bf-635b8c18fbbd,"A 74 year old man develops severe, steady, mild abdominal pain approximately 30 minutes after eating. He has lost 12 Kg over the past few months because he wants to avoid the pain after eating. Abdominal examination during an asymptomatic interval is normal. Stool guaiac examination results are negative, as colonoscopy and barium studies. The complete blood count is normal. What is the most likely diagnosis?",2,Acute sigmoid diveiculitis,Colorectal cancer,Mesenteric angina,Meckel's diveiculitis
2be0f65f-0408-43a0-803d-5791fa8ff56c,A 30-year-old man with history of multiple exposures presents with painful non indurated ulcer on the glans penis since 5 days. The undermined sloughed edges of margins were noted. The most probable diagnosis is?,1,Treponema pallidum,Haemophilus ducreyi,Herpes,Chlamydia
502c0732-92a7-415e-be24-3d52bb151ea4,A 15-year-old female presents with primary amenorrhea. Her breasts are normally developed but she has no axillary or public hair The most likely diagnosis is,1,turner's syndrome,Testicular feminization syndrome,Mullerian agenesis,Premature ovarian failure
018df875-a3ba-4a3b-b2cf-94a963798fab,"A female undergoing treatment for infeility with IVF was given Inj. HCG, present with history of vomiting, nausea, and headache. The USG is shown as below, what is the diagnosis?",0,Ovarian Hyperstimulation Syndrome,PCOS,Theca leutin Cysts,Granulosa cell Tumor
8f4e73c9-1f18-46c9-9dc4-fc0970714284,"A 21-year-old woman presents with complaints of primary amenorrhoea. Her height is 153 cms, weight is 51 kg. She has well-developed breasts. She has no public or axillary hair and no hirsutism. Which of the following is the most probable diagnosis-",3,Turner's syndrome,Stein-Leventhal syndrome,Premature ovarian failure,Complete androgen insensitivity syndrome
1b2376c1-27a9-41d5-b99c-f1b0c02b3121,"Patient presents with recurrent duodenal ulcer of 2.5 cm size,the procedure of choice -",0,Truncal vagotomy and antrectomy,Truncal vagotomy and gastrojejunostomy,Highly selective vagotomy,Laparoscopic vagotomy and gastrojejunostomy
a5ca7c94-6420-4544-8fe7-f9f19ccacde4,"An 8-year-old boy presents with a 6 months history of an ill defined, hypopigmented slightly atrophic macule on the face. The most likely diagnosis is:",1,Pityriasis alba,Indeterminate leprosy,Morphoca,Calcium deficiency
73459d57-9156-49f8-8a57-f8b70eaec495,Stimulant drug is given to child for the treatment of,3,Conduct disorder,Speech developmental disorder,Pervasive disorder,ADHD
857f0779-25b1-42ae-8b3f-d4f7f2272509,"A 40 year old patient, a known case of cirrhosis develops acute episode of GI bleed. Initial therapy given for 6 hours. Which of the following procedure is useful :",1,Nasogastric aspiration,Urgent endoscopy,Sedation,Ultrasound
b4b0ae76-f16f-4031-a7b9-6826fca81d5f,A 40 year old man presented with repeated episodes of bronchospasm and hemoptysis. Chest X-ray revealed perihilar bronchiectasis. The most likely diagnosis is :,3,Sarcoidosis,Idiopathic pulmonary fibrosis,Extrinsic allergic alveolitis,Bronchopulmonary aspergillosis
6826f0b6-3533-4efc-9646-21c16dfcc60a,Kostmann's syndrome-treatment is,2,Anti-thymocyte globulin + cyclosporin,Anti-thymocyte globulin + cyclosporin + GMCSF,G-CSF,GM-CSF
0a7e532f-9969-4178-9637-f1abf1849e09,A child presents with lid lag and an enlarged cornea with a diameter of 13mm. Examination of the eye reveals double contoured opacities concentric to the limbus. Which of the following is the most likely diagnosis -,3,Superficial keratitis,Deep keratitis,Thyroid Endocrinopathy,Congenital Glaucoma
1b042472-804c-44e0-99ca-908f3fa3d8ff,"A boy is having diarrhoea, rhinorrhoea, sweating & lacrimation, what is the most probable diagnosis",1,Cocaine withdrawal,Heroin withdrawal,Alcohol withdrawal,LSD withdrawal
3ce58dda-5bfe-4da6-bb2d-b783d52f1c31,A child presents with massive hepatomegaly and hypoglycemia. There is no improvement in blood glucose on the administration of glucagon. The probable diagnosis is –,0,Von–Gierke disease,McArdle disease,Car's disease,Forbe's disease
7d3db14b-3641-41be-96cb-d095b2f1707d,"A 48 year old woman was admitted with a history of weakness for two months. On examination, cervical lymph nodes were found enlarged and spleen was palpable 2 cm below the costal margin. Her hemoglobin was 10.5 g/dl, platelet count 237 x 109/L and total leukocyte count 40 x 109/L, which included 80% mature lymphoid cells with coarse clumped chromatin. Bone marrow revealed a nodular lymphoid infiltrate. The peripheral blood lymphoid cells were positive for CD 19, CD 5,CD 20 and Cd 23 and were negative for CD 79 B and FMC - 7.What is the most likely diagnosis ?",1,T - cell rich B - cell lymphoma with leukemic spill over in blood.,Chronic lymphocytic leukemia,mantle cell lymphoma,A definite diagnosis can not be made in this patient without lymph node biopsy.
f5aa8e3b-5d5d-423b-8196-107c16bc2793,"A 34 year old patient presented with thyroid nodule. Ultrasonography of the thyroid nodule shows foci of calcification. Histological features are shown in the diagram below, what is your likely diagnosis?",2,Follicular carcinoma,Medullary carcinoma,Papillary carcinoma,Anaplastic carcinoma
dcf21884-8142-4cae-8c81-522b9c60d56b,A new born child presents with inveed foot and the dorsum of the foot cannot touch the anterior tibia. The most probable diagnosis is,2,Congenital veical talus,Ahrogryposis multiplex,Congenital talipes equino varus,Flat foot
6505b2bc-103a-40fb-8e88-6108fbf5ce59,"A 12-month-old infant with a history of recurrent infections, eczema, generalized edema, and easy bruising is diagnosed with an X-linked, recessive, congenital immunodeficiency. The CBC shows thrombocytopenia. What is the most likely diagnosis?",3,DiGeorge syndrome,Isolated IgA deficiency,Severe combined immunodeficiency,Wiskott-Aldrich syndrome
e8205678-2144-44ed-9b66-4b55cc112cde,A 14 year old boy came to opd with hypopigmented skin patches over forehead and white forelock. The most likely diagnosis is:,3,Albinism,Nevus anemicus,Nevus achromicus,Piebaldism
37b3b32d-fc0c-4c48-aa99-a8d0a8a30b53,This smoker presented with a four-year history of blanching of the fingers on exposure to cold. What is the diagnosis?,0,Thromboangiitis obliterans,Marantic endocarditis,Kawasaki disease,Brachial entrapment syndrome
c69008f5-f840-4998-8914-9a409dfb4fb9,A 19-year-old patient complains of primary amenorrhea. She had well developed breast and pubic hair but on examination there was absence of uterus and vagina. Likely diagnosis is :,1,XYY,Mullerian agenesis,Gonadal dysgenesis,Klinefelter syndrome
9313719f-255c-4af6-aa8b-469f95f6359e,"A 24-year-oid male, known epileptic, presented following a seizure with pain in the right shoulder region. Examination revealed that the right upper limb was adducted and internally rotated and the movements could not be performed. Which of the following is the most likely diagnosis?",0,Posterior dislocation of shoulder,Luxatio erecta,Intrathoracic dislocation of shoulder,Subglenoid dislocation of shoulder
b2657683-41b3-4e11-889f-4f1bff1b2b5c,"A woman complains of severe pain in vagina after vaginal delivery. O/E - she is pale, her P/R = 110 beats/minute, B/P = 100/60 mm of Hg. Vaginal examination reveals a large soft boggy mass on right lateral vaginal wall. What is the most appropriate treatment?",2,Analgesics and observation,Tight vaginal packing,Drain and insert a figure of 8 suture,Drain and explore for bleeding vessels
965c47ed-2bc7-48cd-8f24-f355f498721a,A male presented to the emergency depament with renal calculi. Extracorporeal shock wave lithotripsy was suggested after a detailed examination. But the procedure failed. Which of the following type of stone is MOST resistant to lithotripsy?,3,Ca oxalate,Triple phosphate,Uric acid,Cystine
3568d301-59d9-4519-af0f-b2a95b29a6f0,"30 yrs female presented with unilateral breast cancer associated with axillary lymph node enlargement. Modified
radical
mastectomy was done, a further treatment plan will be",2,Observation and follow-up,Adriamycin based chemotherapy only,Adriamycin based chemotherapy followed by tamoxifen depending on estrogen/progesterone receptor status,Tamoxifen only
8816160e-1f20-4b0d-93af-72d16da5aa5d,"A 54 year male with massive splenomegaly, early fatigue, malaise, low-grade fever, gout, increased susceptibility to infections, anemia, with TLC-1,25,000, and thrombocytopenia with easy bruising. The diagnosis is associated with following chromosomal translocation",0,"t9,22","115,17",5q delitic,None of the above
ea28b6aa-9b79-408d-af0e-e237848a34ce,"A 17-year-old female underwent a fine needle aspiration cytology (FNAC) for a lump in the breast which was well defined, non-tender and mobile. The diagnosis of a benign lesion can be considered by which of the following pathological features -",1,Dyscohesive ductal epithelial cells without cellular fragments,Tightly arranged ductal epithelial cells with dyscohesive bare nuclei,Stromal predominance with hyperplasia of spindle cells,Polymorphism with single or arranged ductal epithelial cells
c42d6259-bb7e-4a9f-b4bd-fdad7ba0b445,"A patient comes with gravida 4, living 1 with 22 weeks of pregnancy with carcinoma Insitu. The treatment of choice is :",3,Conisation of the cervix,MTP and hysterectomy,MTP and radiotherapy,Allow the baby to be born and then hysterectomy is done
9baaf905-03ff-4613-b07b-0b6217959123,Drug used in the treatment of CAH in a child is:,3,Dexamethasone,Betamethasone,Prednisolone,Hydrocortisone
df7cb547-f893-4051-9b05-0976164574a0,A young patient presents to the ophthalmology clinic with loss of central vision.There is no obvious family history. ERG and EOG were observed to be normal which of the following is the most likely diagnosis:,0,Stargardt's disease,Best's vitelliform dystrophy,Retinitis pigmentosa,Cone-rod dystrophy
56036c34-edd9-4337-a482-b919ffec47dc,A 19 year old patient presents with primary amenorrhoea. She has well developed breasts and axillary and pubic hair. Uterus and vagina are absent. The diagnosis is most likely:,2,XYY syndrome,Gonadal dysgenesis,Mullerian agenesis,Klinefelter's syndrome
319138c5-a53f-4ff3-ad78-6f2a83df989d,Which of the following is false about clinical remounting procedure?,0,It is the gold standard to diagnose a case for rebasing,It improves stability of the denture,It is more accurate than intraoral occlusal adjustments,Use of semi adjustable articulators mandatory for the procedures
2e1b983b-196f-4df6-b200-caec5eb1f20d,"An 8-month old child presented with itchy, exudative lesions on the face, palms and soles. The siblings also have similar complaints. The treatment of choice is such a patient is:",3,Systemic ampicillin,Topical betamethasone,Systemic prednisolone,Topical permethrin
dc3e6664-a961-4c50-848f-8fe60217f995,2 year old baby having testicular lump. Increased AFP diagnosis -,0,Yolk sac tumor,Seminoma,Choriocarcinoma,Teratoma
849b029d-2219-4ad7-9254-aec8574caefc,A female patient presents with diffuse alopecia to you. She had suffered from typhoid fever 4 months back. Most probable diagnosis is –,1,Androgenetic alopecia,Telogen effluvium,Anagen effluvium,Alopecia areata
f1a6e2b3-1016-4a23-bc93-50294a90abd1,"A patient with drug overdose presents with pin-point pupils, with BP 80/60 mm Hg, pulse 60 bpm with shallow respiration. Which of the following will be used for treatment immediately?",0,Naloxone,Naltrexone,Methadone,Pentazocine
f10d8674-fec4-4956-bb0a-bca6737b9801,"A 41-year-old woman with one healthy child presents with a 3-year history of an inability to conceive despite normal menstrual cycles. A biphasic basal body temperature cha is recorded. She denies having any sexually transmitted disease, and a hysterosalpingogram shows patent uterine tubes and a normal uterine cavity. Her husbands semen analysis is normal. In the presence of several normal test results for infeility, a laparoscopic examination of the pelvic cavity is scheduled. The physician performing the procedure carefully places the trocar lateral to the rectus abdominis muscle and its sheath to avoid injury to a major aery. What aery is being avoided?",1,Superior epigastric aery,Inferior epigastric aery,Superficial epigastric aery,Superficial circumflex iliac aery
e7eb4966-860c-4cda-9f09-698e382b6be9,"A patient has small, oval multiple ulcers in oral cavity with red erythematous margins. The diagnosis is ?",1,Carcinoma,Aphthous ulcer,Tubercular ulcer,Syphilitic ulcer
603a95fa-667d-4593-a339-9da76940c1ab,Comment on the possible diagnosis in the patient?,0,Tricuspid regurgitation,Aoic regurgitation,Mitral regurgitation,Cor-triatriatum
d3f06812-8878-4f68-aeff-5b5a1c6dedc1,"A 7-year old male child presents with normal vision 6/6 in the right eye and hand movement perception close to the face in the left eye. On fundoscopy, his right eye was normal and left eye showed retinal detachment, subretinal yellowish exudates and telangiectatic vessels. The most likely diagnosis is:",0,Coats' disease,Sympathetic ophthalmitis,Familial exudative vitreoretinopathy,Retinopathy of prematurity
ee815692-e87b-4aaa-bb09-0e2dfe122c85,All are true about this procedure except?,1,Maximum weight loss,Mildly malabsorptive & Largely restrictive,Side effect is 2- 4 bowel movements/day with Malodour,Maximum Remission of Type 2 DM
5b41d9ad-cf32-486a-8945-f6a91b461e78,A 32 year old male patient comes to OPD with persistent acne scars. there is history of Obsessive Compulsive disorder . what can be the probable diagnosis?,3,Acne conglobata,Acne mechanica,Acne fulminans,Acne excoriee
e0da51db-4bc0-4031-b8c4-2a4363a591d0,"A 19 year old college student presents to the student health clinic complaining of weakness, malaise, and a chronic cough. He has a fever of 100 degrees F and a dry cough; no sputum can be obtained for laboratory analysis, so a bronchial lavage is performed and the washings are submitted to the laboratory. The laboratory repos that the organism is ""slow-growing.""Serodiagnosis reveals Strep MG agglutinins in the patient's serum. Which of the following organisms is the most likely cause of this student's illness?",1,Klebsiella pneumoniae,Mycoplasma pneumoniae,Parainfluenza virus,Respiratory syncytial virus
185cd7b8-086f-430e-a628-df4049b03029,Plain radiograph of a patient with chronic abdominal pain is given. What could be the probable diagnosis?,1,Pneumoperitoneum,Pancreatitis,Hemoperitoneum,Acute Appendicitis
ca8fa4b0-4abf-48ca-81ea-47d576214695,"An old man who is edentulous, presents with squamous cell carcinoma in buccal mucosa that has developed and infiltrated to the alveolus. Following is not indicated in treatment:",0,Radiotherapy,Segment mandibulectomy,Marginal mandibulectomy involving removal of outer table only,Marginal mandibulectomy involving removal of upper half of mandible
9cd4a9f8-db3a-4dab-b519-2e6b05091f15,"A 50 yr old male presented with history of hematemesis - 500 ml of blood and on examination shows BP - 90/60, PR - 110/min and splenomegaly 5 below lower costal margin. Most probable diagnosis is",3,Mallory Weiss tear,Duodenal ulcer,Gastritis,Poal hypeension
b5ccce22-ccfe-42d8-95be-739ce44e696e,"A 45 yr old female complains of progressive lower limb weakness, spasticity, urinary hesitancy. MRI shows intradural enhancing mass lesion. Most likely diagnosis is -",3,Dermoid cyst,Intradural lipoma,Neuroepithelial cyst,Meningioma
abd4102c-4ba8-45f2-ba7d-df4664133cfa,A 15-year-old girl c/o failure to attain menarche. Her height is 4 feet. She has not yet developed secondary sexual characteristics. If USG shows uterus and vagina. FSH and LH levels are high. What is the best step in confirming the diagnosis?,1,Perform a CT,Perform a Karyotype,Perform a buccal smear,Perform progesterone withdrawal test
7531f043-4fac-48a0-83d0-93fbeda467fb,"A 20 year old boy c/o hearing of voices, aggressive behavior for 2 days. He has a fever for 2 days. When asked to his family, they say that he has been muttering to self and gesticulating. There is no h/o of psychiatric illness. Likely diagnosis is-",1,Dementia,Acute psychosis,Delirium,Delusional disorder
daf89075-180b-4e5b-a9d8-dff4f383970b,A 44-year-old man with a history of chronic bronchitis is admitted with severe shoness of breath and left-sided chest pain. CXR is shown in. EKG shows left ventricular strain.What is the most likely diagnosis to explain the symptoms?,0,Pneumothorax,COPD,Bulla,Subendocardial infarct
a9d4afbb-9e61-4b7e-8207-e8b25cfe2756,"27 year old man oh his trip to Hawai consumes an exotic food for the first time . Just after consuming he developed intense pruritis, swelling of face & lips, shoness of breath, vomiting. What could be most likely diagnosis?",2,Steakhouse Syndrome,Angioneurotic edema,Anaphylaxis,Myocardial infarction
12aec18a-32ab-4128-89c6-08e5a0698e27,"In a 3 year old baby, all of the following can be used as a criteria for diagnosis of Severe acute malnutrition EXCEPT?",3,"Weight/height < -3 Z score, using the WHO Growth chas",Presence of bipedal edema of nutritional origin,Mid- upper arm circumference (MUAC) < 115 mm,Presence of flaky paint dermatosis
a6af1f9f-f9fa-43c8-906a-5e3e60c1c288,A 40 year old male presented to casualty with severe pain in the left upper abdomen radiating to groin. Urine routine shows 6-8 pus cells and 15-20 RBCs . CT scan was taken. What is the diagnosis?,2,Aoic Aneurysm,Acute cholecystitis,Left ureteric calculus,Acute Colitis
3f0d927a-460a-41be-874b-ba58aaa3fdf5,A patient presents with malignant hypehermia and metabolic acidosis. Immediate treatment should be staed with,0,Intravenous Dantrolene,Sodium bicarbonate,Intravenous fluids,Paracetamol
00bc964e-7e44-4108-a824-ab89d1c47c1e,"A 25 year old man with a psychotic illness, was treated with haloperido130mg/day. On the third day, he developed pacing, and inability to sit still in one place. The medication likely to be helpful is -",1,Phenytoin,Propranolol,Methylphenidate,Trihexyphenedyl
4fb049af-6dc2-460d-83ab-9a86f15d6068,"In recommending treatment for your carcinoid patient, you will consider all of the following except",3,Cyproheptadine,Ketanserin,Methysergide,Sumatriptan
19ccede5-02e7-4966-a1b4-33253ada05b7,A 3 year old male presents with a sudden onset visual loss in left eye. Ophthalmological examination reveals strabismus and white pupillary reflex. Fundus finding is shown below.What is your diagnosis?,3,Retinoblastoma,Sickle cell retinopathy,Toxoplasmosis,Coats disease
650d2b26-13ea-430b-8080-47fa48b850ac,The hemoatoxylin and eosin staining of a lung section during autopsy of a patient suffering from AIDS shows desquamation of type 1 pneumocytes with prominent intracuclear basophilic inclusion bodies surrounded by a clear halo. The CD4 count was less than 100/mm3 before detnis- ' most likely diagnosis causing these featuresis:,2,Acute respiratory distress syndrome,Pneumocystic jiroveci pneumoni,CMV pneumonia,Mycobacterium avium-intracellulare pneumonia
e8f21c73-dac1-4fd4-a915-a1aaff14cdb2,A 60-year-old woman has a history of being treated for endometrial cancer with surgery and radiation 5 years ago. She now presents with a large necrotic tumor that follows the course of the sciatic nerve. Which of the following is the most likely diagnosis,0,Malignant peripheral nerve sheath tumor,Solitary neurofibroma,Neurofibromatosis type 2,Schwannoma
8e4bb052-c7ce-4d8c-9b6f-8562c12c40d1,What is the treatment of choice in patients with congestive hea failure with ejection fraction < 40% and normal fluid levels achieved?,1,ACE inhibitors + Diuretics,ACE inhibitors+ Beta blockers,ACE inhibitors + ARBs,ACE inhibitors + CCBs
07b0b2c9-3fb4-4d91-9e2f-714435a184f7,"A 3-year-old child with normal height for age, abnormal weight for age and abnormal weight for height, which of the following is not a differential diagnosis?",1,Acute malnutrition,Chronic malnutrition,Acute on chronic,None of above
8e34980c-b750-4a70-98a1-ecb9e84706fd,A depressed patient does not want to take medication on a daily basis. The selective serotonin reuptake inhibitor (SSRI) most suitable for this patient is?,1,Escitalporam,Fluoxetine,Fluvoxamine,Paroxetine
c8697096-b474-47a7-98ff-d617b97875ed,A child after consuming food in a pay complains of diarrhea within 1-5 hours. The diagnosis is ?,0,S. aureus,Streptococcus,Clostridium perfringens,Clostridium botulinum
52feea27-9e2d-40ac-b63d-e06cc64424b3,"A boy presented with weakness in lower limbs, calf hyperophy, positive Gower's sign and an elevated CPK value of 10,000. The most likely diagnosis is:",0,Duchenne Muscular Dystrophy,Spinal Muscular Atrophy,Myotonia congenita,Myotonic Dystrophy
f10fab92-6942-4309-a24b-238167836626,"A 88year old male patient presented with endstage renal disease with coronary Aery block and metastasis in the lungs. Now presents with acute cholecystitis, patients relatives need treatment to do some thing",1,Open cholecystectomy,Tube cholecystectomy,Laparoscopic cholecystectomy,Antibiotics then elective cholecystectomy
